Wind Direction,Wind str/spd,Temperature,Light,Humidity,Speed,Strength,Lightning,Wind,Water,Fire,Sum,Position
"1,86","1,81","2,51","8,40","2,34","8,62","1,04","8,30","0,39","7,89","2,06","28,30","1,00"
"1,37","1,29","0,58","8,55","0,41","0,79","0,34","7,43","4,51","8,65","3,48","25,20","1,00"
"2,33","0,95","1,36","8,10","1,25","0,00","6,55","4,94","7,24","1,85","3,31","23,89","1,00"
"8,81","8,26","0,46","0,66","0,08","8,50","5,48","1,34","4,49","8,78","2,28","30,87","1,00"
"2,46","0,58","8,40","0,35","1,45","6,85","6,96","6,40","2,39","4,00","0,96","27,56","1,00"
"7,74","8,13","0,64","1,75","0,15","5,33","2,61","0,31","5,26","2,37","5,84","21,72","1,00"
"2,22","1,93","2,34","8,15","0,43","6,68","4,87","3,52","1,72","4,31","5,57","26,67","1,00"
"0,18","1,50","8,54","0,44","1,85","1,35","2,27","5,33","8,59","5,39","6,73","29,66","1,00"
"0,47","2,20","1,54","7,87","2,39","4,87","5,83","6,69","7,54","7,35","8,27","40,55","1,00"
"8,31","8,32","2,20","0,54","0,63","2,83","2,09","2,38","6,44","7,47","0,04","21,25","1,00"
"1,87","0,23","7,72","0,25","1,82","8,69","1,08","6,79","0,69","2,36","1,69","21,30","1,00"
"2,42","2,50","8,05","2,98","0,17","7,99","0,05","7,98","0,23","0,19","8,65","25,09","1,00"
"8,95","8,35","0,15","0,05","2,00","6,67","7,84","0,20","5,91","8,78","7,35","36,75","1,00"
"7,84","7,82","2,41","2,33","2,60","3,61","8,00","2,28","5,61","3,82","1,23","24,55","1,00"
"2,36","2,12","1,28","8,01","2,36","3,42","8,84","5,45","2,92","7,41","8,21","36,25","1,00"
"2,28","0,41","7,55","0,05","1,91","3,11","1,84","8,94","3,16","3,39","5,47","25,91","1,00"
"0,40","0,37","1,41","8,92","1,85","1,46","0,29","7,50","0,17","7,13","3,49","20,04","1,00"
"0,68","0,77","7,50","2,15","1,89","1,23","8,17","7,77","3,87","7,71","2,48","31,23","1,00"
"0,30","1,86","2,04","8,99","0,78","8,74","2,14","8,92","0,58","4,01","5,61","30,00","1,00"
"1,54","0,25","8,73","1,31","1,22","6,17","3,56","3,25","4,40","0,07","6,53","23,98","1,00"
"8,36","8,38","2,32","1,20","1,29","5,20","4,79","0,35","3,42","6,68","3,35","23,79","1,00"
"2,19","1,69","2,08","0,05","8,93","5,75","7,37","4,24","6,43","0,61","3,91","28,31","1,00"
"2,24","0,35","2,19","8,95","0,95","6,23","6,19","5,63","7,95","2,49","0,93","29,42","1,00"
"7,65","8,27","0,85","1,41","0,89","5,16","5,57","1,66","7,32","6,65","3,59","29,95","1,00"
"0,38","2,21","7,81","0,00","1,85","6,30","1,53","8,09","2,67","5,38","1,04","25,01","1,00"
"0,89","0,86","1,10","7,65","1,10","0,74","8,86","8,29","4,17","5,29","3,72","31,07","1,00"
"1,63","1,18","0,50","0,26","7,67","5,83","6,46","8,55","7,93","2,01","5,68","36,46","1,00"
"1,42","0,37","7,88","1,32","1,49","3,81","7,16","5,82","4,19","2,22","8,03","31,23","1,00"
"1,71","1,67","2,75","7,84","2,43","2,37","2,59","6,69","6,09","7,43","2,24","27,41","1,00"
"8,80","8,06","0,00","0,57","2,00","4,60","7,27","2,42","8,83","7,14","1,53","31,79","1,00"
"8,51","8,28","0,55","0,23","0,84","4,67","8,35","1,22","6,91","6,68","7,35","35,18","1,00"
"1,23","0,32","1,22","8,88","1,10","8,70","8,92","8,33","8,97","6,62","3,18","44,72","1,00"
"0,27","1,42","2,17","2,02","8,61","4,06","7,24","2,53","2,78","5,71","0,94","23,26","1,00"
"0,88","2,95","0,90","0,35","8,92","5,63","5,04","7,38","8,01","7,90","1,56","35,52","1,00"
"0,58","2,39","8,41","2,33","1,82","2,46","0,16","7,57","6,59","7,29","7,80","31,87","1,00"
"0,62","0,96","2,88","7,54","1,41","3,83","1,38","6,15","6,01","1,95","3,90","23,22","1,00"
"0,86","0,48","0,58","0,39","8,99","8,23","8,38","7,34","6,11","1,53","8,35","39,94","1,00"
"0,38","1,27","0,13","0,45","8,43","0,94","6,04","2,49","4,11","3,44","4,85","21,87","1,00"
"2,96","2,18","1,40","1,63","7,84","6,36","0,51","8,47","7,19","3,34","7,54","33,41","1,00"
"0,84","0,26","0,17","1,01","7,78","4,85","8,01","8,20","0,85","0,47","6,98","29,36","1,00"
"1,12","0,96","0,69","7,66","0,33","7,70","0,29","6,25","5,44","2,35","0,28","22,31","1,00"
"8,25","7,98","1,21","0,95","2,58","0,82","3,79","1,17","2,94","5,37","3,74","17,83","1,00"
"0,31","0,28","0,74","8,40","0,89","3,55","4,51","6,62","7,54","3,14","4,55","29,91","1,00"
"1,64","1,01","1,46","7,65","1,59","4,56","1,26","8,00","0,01","6,98","7,14","27,95","1,00"
"1,39","0,50","1,20","1,92","8,11","1,45","2,28","6,38","2,31","1,66","3,57","17,65","1,00"
"2,07","0,77","2,91","8,83","0,54","8,10","8,88","1,58","8,99","0,54","0,49","28,58","1,00"
"8,55","7,67","1,69","2,20","2,81","2,22","3,39","4,72","2,92","7,16","8,40","28,81","1,00"
"1,27","1,09","0,90","2,41","8,53","0,96","0,46","6,82","4,89","0,67","1,73","15,53","1,00"
"1,66","1,02","0,96","0,22","8,69","1,38","3,00","5,35","2,29","0,62","8,13","20,77","1,00"
"1,68","0,18","8,02","0,54","0,42","2,54","6,44","0,43","7,39","7,02","2,94","26,76","1,00"
"1,95","2,62","0,06","1,66","7,89","0,05","0,88","3,39","3,35","4,18","6,27","18,12","1,00"
"2,09","1,94","0,68","8,02","2,41","3,04","2,31","6,30","2,88","4,05","2,82","21,40","1,00"
"8,79","7,62","0,57","2,32","2,10","5,41","4,18","0,36","4,26","0,37","7,05","21,63","1,00"
"8,24","7,88","0,86","1,05","2,17","4,71","6,71","0,96","6,68","6,79","7,02","32,87","1,00"
"2,63","1,30","1,33","1,39","7,50","8,84","8,31","0,50","6,02","0,42","8,73","32,82","1,00"
"1,23","0,65","1,33","7,90","2,05","4,35","2,37","8,67","5,48","0,13","1,93","22,93","1,00"
"1,68","1,37","0,41","8,66","0,68","8,82","8,69","3,20","5,37","0,84","3,57","30,49","1,00"
"8,05","8,84","1,29","0,90","0,77","0,78","8,72","2,25","3,77","1,93","6,13","23,58","1,00"
"0,72","1,67","2,77","8,26","1,13","5,11","1,84","7,40","5,50","5,89","0,36","26,10","1,00"
"2,36","1,08","1,91","0,80","7,61","2,13","5,37","5,67","4,67","7,35","3,11","28,30","1,00"
"2,22","0,04","8,80","1,11","1,07","6,16","1,63","7,53","2,71","1,12","3,34","22,49","1,00"
"0,63","2,42","1,48","1,90","8,05","1,25","4,91","6,65","8,08","0,73","8,23","29,85","1,00"
"1,03","1,56","0,48","8,76","1,07","8,72","8,90","4,17","1,91","0,17","6,98","30,85","1,00"
"0,54","0,03","2,18","8,54","2,19","8,99","6,36","2,05","4,46","3,56","7,33","32,75","1,00"
"1,06","2,03","0,27","2,23","7,88","5,75","3,83","7,20","8,98","1,06","8,80","35,62","1,00"
"1,44","2,08","8,85","2,16","2,50","5,54","1,36","3,25","4,71","7,61","6,31","28,78","1,00"
"2,16","1,48","1,58","7,65","2,33","7,82","2,30","7,25","6,99","8,57","5,57","38,50","1,00"
"0,56","1,25","2,48","0,41","7,64","7,05","3,16","6,12","7,72","3,50","0,84","28,39","1,00"
"2,44","0,02","2,00","8,79","1,73","0,66","0,91","2,99","5,23","7,67","5,12","22,58","1,00"
"2,01","0,67","1,93","8,86","0,83","2,20","6,86","7,00","3,08","2,21","1,28","22,63","1,00"
"0,10","0,94","0,22","8,57","0,16","0,54","5,02","7,57","8,36","6,76","7,40","35,65","1,00"
"1,84","1,79","2,06","8,03","1,31","4,30","3,98","4,79","1,42","4,62","7,72","26,83","1,00"
"0,57","1,70","7,68","0,43","1,21","3,86","0,67","6,80","1,44","0,54","1,24","14,55","1,00"
"0,27","2,83","0,05","1,21","8,13","3,06","0,41","0,00","2,87","0,10","8,11","14,55","1,00"
"0,01","1,80","7,72","1,27","0,19","4,38","5,42","6,28","4,25","6,96","2,16","29,45","1,00"
"9,00","8,43","1,06","1,44","2,95","4,72","3,83","3,26","0,02","0,07","0,69","12,59","1,00"
"8,77","7,53","1,26","0,09","0,25","0,98","6,75","2,63","5,93","5,11","8,03","29,43","1,00"
"0,66","0,18","1,74","8,18","1,10","7,31","2,38","5,85","6,97","4,96","5,16","32,63","1,00"
"0,49","0,35","9,00","0,65","1,55","2,80","7,54","5,45","4,67","4,98","6,87","32,31","1,00"
"0,50","0,11","0,42","1,58","7,66","6,60","4,11","6,51","2,07","0,16","5,45","24,90","1,00"
"8,86","7,56","0,79","0,30","1,17","0,71","8,65","4,88","7,72","3,56","5,62","31,14","1,00"
"1,74","0,96","8,78","2,76","1,55","6,59","2,59","8,67","0,83","4,97","1,46","25,11","1,00"
"1,87","0,96","2,66","8,50","2,29","1,41","7,72","4,70","2,58","1,12","8,46","25,99","1,00"
"2,66","1,17","1,17","0,71","9,00","5,08","6,53","2,42","2,85","0,45","5,08","22,41","1,00"
"8,81","8,67","0,67","0,72","1,08","4,54","6,57","2,26","2,39","2,15","2,54","20,45","1,00"
"1,73","0,25","1,34","8,18","2,31","4,04","2,88","0,96","2,74","3,74","0,52","14,88","1,00"
"0,92","1,85","0,72","9,00","2,44","7,88","6,94","7,62","2,38","5,44","8,01","38,27","1,00"
"0,18","1,41","8,50","2,04","1,30","6,52","5,88","6,45","2,32","3,29","7,61","32,07","1,00"
"7,87","7,77","1,53","0,80","1,68","1,51","1,39","4,55","2,64","2,72","3,90","16,71","1,00"
"0,01","0,09","1,16","8,78","0,23","6,64","0,58","8,64","4,68","4,97","4,04","29,55","1,00"
"1,64","0,46","0,98","2,35","7,53","8,83","2,12","3,86","8,94","0,28","6,23","30,26","1,00"
"7,95","7,89","1,88","0,71","1,57","6,37","5,73","6,89","7,05","4,95","7,74","38,73","1,00"
"1,63","1,23","2,42","7,87","2,39","2,32","4,50","8,04","2,32","6,22","5,05","28,45","1,00"
"7,59","8,40","1,65","0,88","2,18","6,03","8,02","2,10","4,85","6,58","2,44","30,02","1,00"
"2,92","1,64","2,33","0,32","7,92","4,39","4,34","5,29","8,67","2,50","2,98","28,17","1,00"
"1,22","0,61","8,77","0,85","0,87","8,79","7,46","3,12","5,13","0,72","0,09","25,31","1,00"
"2,30","0,40","7,60","2,15","2,10","3,89","5,10","5,32","5,02","3,72","7,98","31,03","1,00"
"1,52","2,12","1,05","8,20","0,41","8,10","8,06","7,91","5,61","6,90","5,50","42,08","1,00"
"0,06","0,10","7,94","2,46","0,59","2,28","7,67","3,18","4,42","5,22","7,70","30,47","1,00"
"2,29","0,46","7,85","2,67","0,86","0,14","4,50","8,68","4,08","7,84","7,60","32,84","1,00"
"1,75","1,78","0,01","0,76","7,99","7,22","0,00","7,71","5,80","1,67","6,08","28,48","1,00"
"0,01","0,50","2,36","7,92","1,41","5,62","3,51","6,08","2,62","1,77","1,11","20,71","1,00"
"2,06","1,14","8,01","0,97","1,57","8,91","6,28","6,97","6,75","3,44","8,52","40,87","1,00"
"1,83","1,49","1,35","7,63","1,91","1,55","6,50","6,27","3,10","6,39","2,01","25,82","1,00"
"1,73","2,62","2,18","2,36","7,93","3,11","1,45","2,44","4,58","3,62","6,20","21,40","1,00"
"2,28","1,74","1,60","8,67","1,70","1,07","5,98","8,57","4,36","6,36","5,44","31,78","1,00"
"1,88","2,08","8,48","2,09","0,41","8,27","7,79","6,13","3,10","5,45","0,65","31,39","1,00"
"7,68","7,58","0,06","1,21","0,27","1,72","3,54","0,89","3,44","4,11","3,60","17,30","1,00"
"2,66","0,26","0,45","1,63","8,15","8,08","1,57","5,00","7,86","0,04","8,16","30,71","1,00"
"8,51","8,15","1,41","1,09","1,68","2,82","2,43","0,02","7,10","4,22","6,00","22,59","1,00"
"1,20","1,16","2,16","2,07","8,61","5,78","2,80","8,97","4,93","0,68","8,34","31,50","1,00"
"1,58","0,52","2,22","7,55","0,78","0,33","1,75","7,23","3,62","3,39","6,66","22,98","1,00"
"1,61","0,95","2,37","8,09","0,68","6,67","2,43","8,28","6,51","0,43","8,76","33,08","1,00"
"0,78","0,30","2,72","8,39","2,49","4,81","0,23","1,84","4,66","2,83","1,12","15,49","1,00"
"0,61","0,42","0,39","8,14","1,84","4,94","5,67","8,82","4,20","8,09","1,45","33,17","1,00"
"0,23","0,29","1,67","0,82","8,15","5,86","1,13","4,98","0,74","3,30","8,28","24,29","1,00"
"1,53","0,97","1,25","1,11","7,92","2,63","3,75","2,14","3,79","5,02","7,80","25,13","1,00"
"1,00","0,81","7,80","1,27","0,53","7,87","5,82","1,70","2,07","0,06","0,73","18,25","1,00"
"8,29","7,89","0,27","2,24","1,00","6,28","6,71","2,44","7,12","5,38","1,52","29,45","1,00"
"2,06","1,11","1,46","8,65","1,45","3,63","3,40","8,64","2,22","0,89","3,94","22,72","1,00"
"7,57","8,74","2,30","0,09","1,55","6,07","4,40","0,87","2,77","8,65","7,96","30,72","1,00"
"1,48","2,93","0,06","1,79","8,18","4,15","1,82","3,31","8,11","1,41","8,02","26,82","1,00"
"8,85","8,98","2,13","1,68","1,69","6,24","8,31","1,07","0,61","2,67","3,11","22,01","1,00"
"8,95","8,87","1,32","2,33","1,55","3,71","7,13","1,96","3,17","6,86","1,76","24,59","1,00"
"1,84","1,98","8,66","0,65","0,86","5,38","8,86","7,50","0,57","8,22","4,22","34,75","1,00"
"8,38","7,95","1,01","0,87","1,49","7,51","1,81","0,73","3,09","8,85","2,07","24,06","1,00"
"8,31","8,66","1,42","1,27","0,54","5,65","5,07","4,30","3,22","5,71","3,66","27,61","1,00"
"0,50","0,27","1,23","8,73","1,47","6,63","2,90","7,33","2,62","2,25","7,20","28,93","1,00"
"7,56","7,68","1,92","1,64","0,62","5,52","1,12","2,97","3,92","5,37","5,73","24,63","1,00"
"1,51","0,86","0,26","7,92","1,75","4,00","7,91","8,59","6,63","1,74","2,97","31,84","1,00"
"2,61","0,35","0,31","0,68","8,27","3,77","4,91","1,87","0,51","0,28","6,24","17,58","1,00"
"2,87","2,91","1,73","2,21","8,96","0,05","1,42","6,76","2,36","0,25","8,70","19,54","1,00"
"0,77","0,99","7,88","1,07","0,70","1,81","5,02","1,26","6,78","5,22","8,84","28,93","1,00"
"1,80","1,32","8,89","0,12","0,57","1,25","5,22","5,61","0,44","6,81","0,79","20,12","1,00"
"0,11","0,17","0,09","8,67","0,69","8,82","0,20","7,92","6,12","2,21","2,35","27,62","1,00"
"8,29","7,77","0,14","1,59","0,65","4,12","1,24","0,67","2,45","2,20","6,16","16,84","1,00"
"0,00","1,59","7,76","1,03","1,04","8,38","8,16","7,51","8,63","4,63","3,74","41,05","1,00"
"0,48","0,61","2,98","8,42","0,69","7,84","8,22","8,95","4,63","0,67","4,26","34,57","1,00"
"8,79","8,01","0,73","0,88","1,79","8,91","5,58","3,35","6,77","4,72","1,35","30,68","1,00"
"0,70","2,44","1,78","8,07","1,42","6,52","7,12","8,34","1,26","1,03","3,95","28,22","1,00"
"1,39","2,26","2,26","7,83","1,19","4,42","3,54","3,05","7,72","7,63","8,10","34,46","1,00"
"2,18","1,35","1,20","8,23","1,46","8,44","4,49","7,58","8,94","2,73","1,91","34,09","1,00"
"8,61","8,61","1,05","2,23","2,63","5,22","4,70","1,80","5,87","8,73","5,33","31,65","1,00"
"0,99","0,05","7,51","2,28","0,49","8,96","3,32","8,08","0,74","4,81","1,04","26,95","1,00"
"1,01","0,13","1,14","0,66","8,23","0,40","2,71","6,39","5,31","2,09","8,70","25,60","1,00"
"1,88","2,94","1,04","2,07","7,55","2,96","1,63","7,02","6,35","5,28","4,14","27,38","1,00"
"2,37","2,27","7,80","0,77","0,28","1,00","7,86","1,14","6,89","7,32","8,47","32,68","1,00"
"0,33","0,69","2,64","8,02","0,80","4,31","4,13","5,91","6,68","1,38","5,43","27,84","1,00"
"1,41","1,56","2,18","7,52","2,13","6,55","2,67","1,84","6,44","1,63","5,75","24,88","1,00"
"2,28","1,72","0,04","8,79","1,91","7,40","3,08","6,14","3,48","5,89","5,92","31,91","1,00"
"2,50","2,27","7,82","1,48","0,66","2,04","5,80","3,94","0,99","3,35","4,91","21,03","1,00"
"1,34","3,00","0,51","0,32","7,73","2,74","7,67","4,50","6,74","1,76","5,64","29,05","1,00"
"2,15","0,93","1,73","8,26","0,58","7,12","5,02","4,37","5,80","5,98","1,98","30,27","1,00"
"0,88","1,49","0,91","8,31","2,16","7,95","4,68","7,88","5,87","6,63","4,47","37,48","1,00"
"2,18","1,32","2,01","1,20","8,75","2,57","0,18","6,57","0,48","1,92","4,36","16,08","1,00"
"7,84","7,58","1,43","2,13","0,80","2,84","1,75","0,02","2,01","1,93","5,81","14,36","1,00"
"0,79","0,69","1,96","1,53","8,50","1,70","7,26","8,81","4,67","0,16","8,09","30,69","1,00"
"1,40","0,91","2,22","8,40","1,07","1,41","5,03","7,49","4,86","7,79","2,11","28,69","1,00"
"1,69","0,51","0,64","7,70","1,93","8,44","4,74","5,45","8,33","1,00","6,67","34,63","1,00"
"8,67","7,79","1,49","0,47","2,77","5,07","2,40","2,18","3,81","3,60","1,51","18,57","1,00"
"7,98","8,28","1,34","0,21","0,57","6,05","6,81","4,17","2,94","6,89","4,62","31,48","1,00"
"0,88","2,47","1,53","1,69","8,94","0,63","1,40","5,86","4,25","0,81","8,30","21,25","1,00"
"0,44","0,09","1,11","1,95","7,93","7,94","5,28","4,70","7,56","0,47","8,90","34,85","1,00"
"2,74","0,41","1,72","1,99","7,75","5,28","3,73","5,87","2,86","0,39","4,86","22,99","1,00"
"0,11","1,18","8,66","1,21","1,40","0,53","4,56","7,90","2,11","5,85","5,37","26,32","1,00"
"1,39","2,45","7,87","2,50","1,85","6,86","2,92","4,49","8,65","4,07","5,63","32,62","1,00"
"2,10","2,93","1,76","1,61","8,87","6,02","2,46","3,71","5,35","3,58","7,76","28,88","1,00"
"0,70","0,12","1,18","1,93","8,35","7,52","2,48","3,34","6,28","6,99","8,18","34,79","1,00"
"2,24","2,00","8,78","0,52","2,24","7,27","0,83","1,39","7,69","6,24","2,18","25,60","1,00"
"2,40","0,42","2,26","1,87","7,53","1,33","2,50","3,34","0,09","6,68","2,27","16,21","1,00"
"0,58","1,63","2,08","8,12","1,83","1,09","4,28","5,02","3,02","2,54","1,83","17,78","1,00"
"2,30","1,70","8,60","0,23","0,15","6,46","7,94","2,45","4,47","8,51","8,69","38,52","1,00"
"2,12","1,35","0,96","2,31","8,46","0,60","8,49","2,96","0,37","5,61","0,51","18,54","1,00"
"7,64","8,52","1,23","1,02","1,73","1,09","4,45","0,01","0,16","8,33","7,25","21,29","1,00"
"0,07","0,60","7,70","2,69","1,05","6,28","1,56","7,20","3,40","6,16","1,73","26,33","1,00"
"0,11","0,44","8,24","1,50","1,23","0,03","1,80","3,69","2,95","8,34","8,82","25,63","1,00"
"1,70","0,83","2,35","8,43","0,33","3,47","7,53","6,50","7,73","1,07","2,91","29,21","1,00"
"1,30","0,37","0,27","2,11","7,55","7,92","2,02","5,16","7,67","1,35","7,47","31,59","1,00"
"0,77","2,35","8,52","1,58","1,77","7,90","7,50","3,48","1,17","4,69","6,88","31,62","1,00"
"8,81","8,13","0,23","2,14","0,15","2,97","2,83","4,00","7,51","2,36","3,00","22,67","1,00"
"7,58","8,85","0,18","1,39","1,01","5,41","8,39","1,29","7,82","6,93","0,37","30,21","1,00"
"7,80","8,93","0,55","0,59","0,18","1,09","8,48","5,32","6,89","5,26","0,14","27,18","1,00"
"2,35","0,53","8,24","1,09","2,32","1,67","4,30","3,57","7,59","8,75","8,25","34,13","1,00"
"0,61","0,76","1,96","2,47","8,36","5,00","7,16","8,69","6,27","3,25","4,40","34,77","1,00"
"1,84","2,24","0,37","1,57","7,50","3,68","1,69","3,94","6,31","1,56","5,61","22,79","1,00"
"8,24","8,72","1,37","0,43","0,41","4,99","0,34","0,41","6,77","4,32","6,77","23,60","1,00"
"7,54","8,83","0,66","1,32","0,65","5,84","6,00","0,67","3,72","3,83","3,33","23,39","1,00"
"0,57","0,06","8,29","2,12","1,71","3,18","4,84","2,18","3,45","0,65","0,63","14,93","1,00"
"8,64","8,82","0,16","1,91","1,38","2,02","1,52","3,57","8,26","7,64","7,03","30,04","1,00"
"1,39","1,85","2,41","8,95","0,47","0,52","0,80","8,93","0,67","5,32","2,75","18,99","1,00"
"1,72","2,59","1,19","2,48","7,85","1,28","1,73","8,41","0,01","3,37","5,23","20,03","1,00"
"7,94","8,89","1,07","1,06","0,68","6,88","1,78","1,63","3,78","3,97","4,05","22,09","1,00"
"8,42","7,76","0,58","0,68","2,77","1,59","6,64","4,91","0,79","2,75","5,11","21,79","1,00"
"1,83","0,42","1,03","8,49","0,20","5,55","7,98","8,29","8,68","1,18","2,62","34,30","1,00"
"8,29","8,22","0,07","1,85","0,62","8,17","3,00","2,11","3,70","1,17","6,48","24,63","1,00"
"1,18","1,12","8,42","2,40","0,23","0,52","7,27","0,28","5,94","8,61","5,86","28,48","1,00"
"8,45","8,05","1,24","0,22","0,34","7,46","3,07","0,36","8,25","7,47","8,84","35,45","1,00"
"8,74","8,27","0,56","0,78","1,85","3,32","5,87","0,57","8,30","4,14","4,44","26,64","1,00"
"0,10","0,95","0,36","0,49","7,71","6,56","7,59","3,00","8,03","3,67","7,78","36,63","1,00"
"8,35","7,85","0,33","1,64","2,89","7,55","6,50","6,20","1,28","1,95","0,09","23,57","1,00"
"1,84","1,68","2,89","7,88","0,98","8,10","5,92","5,31","7,35","5,55","5,71","37,94","1,00"
"1,99","2,40","0,50","0,18","8,68","2,17","5,56","2,11","1,15","2,36","7,77","21,12","1,00"
"8,65","7,96","1,71","2,00","1,92","5,67","2,75","0,24","2,68","7,07","1,89","20,30","1,00"
"1,40","1,64","0,15","7,98","0,92","2,26","7,62","7,29","8,92","2,08","1,28","29,45","1,00"
"0,71","0,61","0,57","8,02","0,43","1,28","3,57","5,28","4,35","5,99","7,74","28,21","1,00"
"1,31","1,48","1,66","0,61","8,91","4,22","2,88","6,40","5,32","2,22","5,74","26,78","1,00"
"1,99","0,84","2,69","8,98","0,98","4,29","5,56","7,04","4,98","1,43","2,13","25,43","1,00"
"1,26","1,40","8,24","0,07","2,31","2,49","6,16","5,67","3,94","8,86","3,36","30,48","1,00"
"0,12","2,05","8,49","0,85","1,47","7,18","0,24","2,64","6,49","2,86","7,34","26,75","1,00"
"7,69","7,81","1,74","1,20","2,10","8,89","4,40","0,17","8,97","4,30","0,30","27,03","1,00"
"0,59","1,29","8,26","1,33","0,88","3,03","4,32","3,78","6,00","0,06","5,42","22,61","1,00"
"2,00","0,65","8,71","1,46","1,63","7,09","8,09","3,43","0,39","7,96","8,69","35,65","1,00"
"0,36","0,73","8,51","2,10","0,06","3,88","3,81","7,19","0,45","2,28","6,55","24,16","1,00"
"2,26","1,75","0,05","7,56","2,36","7,81","6,16","8,18","7,16","6,28","5,18","40,77","1,00"
"8,97","7,70","1,33","0,47","2,82","5,54","3,66","2,99","8,99","6,49","6,76","34,43","1,00"
"1,67","1,94","2,52","8,25","2,31","1,71","8,00","8,06","7,13","6,30","4,58","35,78","1,00"
"2,31","0,92","1,59","2,06","8,29","4,13","6,99","0,25","3,62","1,20","3,66","19,85","1,00"
"7,53","8,15","1,92","0,51","1,70","2,08","2,23","0,73","7,81","8,61","5,10","26,56","1,00"
"0,11","0,34","0,84","1,34","7,77","4,00","8,98","7,50","0,53","1,76","7,02","29,79","1,00"
"1,07","2,98","0,95","1,04","7,72","7,04","5,76","1,97","6,97","4,62","1,67","28,03","1,00"
"1,44","1,45","1,82","8,63","1,10","5,66","8,20","4,94","3,88","3,44","2,89","29,01","1,00"
"1,37","2,12","7,87","2,91","0,94","2,03","6,33","7,85","3,49","7,92","0,78","28,40","1,00"
"8,56","7,54","1,44","1,74","0,51","7,19","1,03","0,19","2,46","3,46","3,19","17,52","1,00"
"0,53","0,78","8,85","1,31","1,14","2,39","5,27","1,04","1,53","4,11","6,04","20,38","1,00"
"7,73","8,04","0,39","0,80","1,51","5,21","1,26","1,03","4,94","1,33","1,43","15,20","1,00"
"1,10","2,31","0,66","8,03","0,67","5,49","0,38","1,61","8,76","0,93","0,15","17,32","1,00"
